index,deposit
277,11137.057742530395
278,30730.022635561472
279,41836.86698173256
280,26854.608365130433
281,43995.68553201397
282,25827.453317224667
283,33637.57139960257
284,30193.438865935685
285,25386.108289552158
286,18789.44507323912
287,56395.20061224551
288,16921.21727893524
289,30809.736246459546
290,42631.026183219925
291,50953.61017855794
292,45165.74702767313
293,21306.669475865652
294,21306.669475865652
295,21306.669475865652
296,22206.17868080212
297,22611.937707974826
298,13128.121982292116
299,13210.456735029515
300,10916.059900585436
301,27097.455955925667
302,24834.820770193972
303,17110.87907733359
304,23529.79556749364
305,41334.308121627895
306,20749.12290023319
307,36758.90888599998
308,12866.321832314114
309,34141.62867676701
310,21050.82289719101
311,31503.15540779593
312,28510.93460434451
313,55318.845894429316
314,23131.83305154012
315,33374.162129984776
316,63707.62463943253
317,62537.40087148636
318,24027.309901386438
319,34175.54397466987
320,36846.899342236014
321,8120.403562299062
322,44328.94995452399
323,56606.38829882118
324,71451.91317084769
325,56345.83950901263
326,11830.15741814241
327,39672.13881685623
328,37215.7958239095
329,39672.13881685623
330,36040.47566132113
331,29803.359334817767
332,16003.856745639792
333,23519.203533656942
334,22536.173947451083
335,23331.254801262377
336,31151.332425341156
337,27728.318394384656
338,23643.95639249504
339,17055.787150673536
340,29960.507348399056
341,22946.641068936995
342,23331.254801262377
343,42342.664731627745
344,28559.965901735435
345,12725.745234443619
346,21351.721070508385
347,22553.86259942631
348,23743.747115389684
349,84549.99483592501
350,84549.99483592501
351,22195.87783422606
352,24184.81219982597
353,24184.81219982597
354,14598.025008990471
355,31993.52487446555
356,19868.97964433932
357,8581.954024862587
358,28570.95459255953
359,17947.233432585603
360,26066.1837737565
361,26066.1837737565
362,15298.585452353402
363,14822.659576196089
364,24939.995684755428
365,16280.516497475332
366,17073.215915545094
367,17749.884211139164
368,37356.88191487058
369,63539.601196435055
370,27532.85722289646
371,26302.57035271094
372,23968.859593050183
373,21901.632733592985
374,80822.01494804487
375,105618.4437337678
376,91446.02395582898
377,23145.874240246107
378,22272.214780251266
379,84652.57868533373
380,26991.24701299509
381,38050.290159362215
382,23145.874240246107
383,28000.932951283048
384,25219.33098015159
385,21625.22509103369
386,22742.74266558387
387,22742.74266558387
388,50772.968493109474
389,42034.3484313759
390,30196.5801266271
391,42208.4455659775
392,22877.829554380925
393,54090.27055920295
394,23337.00014319205
395,71213.51396751548
396,46399.35466977083
397,22625.42638867409
398,44381.312294971875
399,67200.61364479308
400,34712.920737734275
401,45058.46510921715
402,45058.46510921715
403,29088.73786119091
404,50187.993033986095
405,39139.87485664933
406,45953.73163067145
407,16129.055245387462
408,44625.36872868191
409,55797.13231601644
410,22272.214780251266
411,56242.292797292175
412,30704.30105378191
413,65950.19144174065
414,51689.03950350471
415,19039.202334605106
416,8053.252594134149
417,64627.85386762341
418,27901.521541237493
419,23156.720967958234
420,11275.855645087624
421,29952.01753329992
422,13070.21071273288
423,13810.712458379921
424,13810.712458379921
425,32253.431687405347
426,31720.575184616722
427,21215.277024469193
428,21215.277024469193
429,22508.93350672762
430,26713.201084507138
431,33683.995630803736
432,37326.266557100666
433,34503.89254450751
434,31720.575184616722
435,23177.39872427577
436,27021.21779474437
437,34006.51026491011
438,62349.59781794464
439,53372.13868415567
440,49221.934752069836
441,25481.21914525151
442,27075.458421624873
443,45105.90959231876
444,28464.692753299427
445,51377.70152020569
446,34283.530288985225
447,37371.320342466
448,14752.942445492126
449,63517.28757394811
450,34283.530288985225
451,65305.061430022426
452,27891.655741693718
453,26964.999836187228
454,26964.999836187228
455,42443.34032017077
456,30761.053936222524
457,29559.829218348215
458,36697.125679347526
459,17446.659507312834
460,42526.95721159003
461,36875.37525707225
462,34581.35107600706
463,16441.16689056772
464,37258.43184365123
465,28937.99767680449
466,36881.46070710487
467,37215.08464643561
468,63797.849381862114
469,30585.285364487383
470,30884.42757510402
471,30585.285364487383
472,28164.88492567964
473,36173.35394634676
474,36255.68869908416
475,11323.211844014917
476,37742.673307483434
477,57125.511699557275
478,38969.60105707286
479,38969.60105707286
480,26965.250132355122
481,39231.68918910095
482,27198.992836494093
483,23059.97010783264
484,30707.57993836384
485,23519.84666502272
486,36380.996298904036
487,48804.8346310611
488,24423.601994568122
489,28394.05208166477
490,34304.9040049112
491,29261.956651979228
492,21392.204606189596
493,18395.838266330087
494,20455.71387934958
495,13233.825898496656
496,13233.825898496656
497,31278.489819411818
498,30410.450391286537
499,76293.23361210502
500,29147.44210860535
501,43692.67838271755
502,29480.982947769124
503,38123.44862786493
504,16617.65473191983
505,57349.88300130524
506,136926.80375718497
507,17377.616599483503
508,49946.634609782275
509,31098.868053589133
510,10684.12576551985
511,20551.33577501636
512,69842.25632661527
513,51362.151017594195
514,41507.90941164417
515,41904.17712648005
516,34196.380140579495
517,31098.868053589133
518,40076.39303045339
519,57449.09700872616
520,55035.80738887882
521,24015.621774358293
522,40383.64764933972
523,28121.2235484998
524,47085.19120130711
525,46309.51622290618
526,29326.93329187967
527,40136.18301032672
528,48213.496417735645
529,24144.137439149206
530,13501.859933712285
531,43091.398438313074
532,56730.64922477666
533,65593.96936345674
534,16740.119730026167
535,16740.119730026167
536,25668.844189593055
537,80181.23450149107
538,48164.30306814323
539,43275.96051582461
540,31326.99521198906
541,32280.524847069595
542,29862.25488638354
543,12623.488534165657
544,29854.798385333208
545,31858.159590418214
546,14375.75245678614
547,24719.419604808943
548,48583.37084695216
549,55726.93616525831
550,25522.06325577762
551,47320.30211187394
552,22675.54596658965
553,43696.5437243626
554,43586.12515281164
555,27849.153425596236
556,42016.00139079134
557,37833.21205940568
558,47676.289482851316
559,40439.536391048874
560,50913.623235977844
561,14661.562460899986
562,35668.87498801251
563,41555.33523062268
564,73151.71184992042
565,72780.57888180502
566,69842.25632661527
567,50567.77147597804
568,34574.388429664665
569,34196.380140579495
570,22775.356531001806
571,23189.968523364078
572,22055.152059642623
573,59890.14572314943
574,41768.245814513735
575,67407.05243317746
576,43321.36964059288
577,43321.36964059288
578,59279.88024851531
579,47533.11366551738
580,20703.15747579383
581,15008.73704338934
582,30410.450391286537
583,9698.386364193662
584,113963.37766166241
585,51583.245444391105
586,47783.90721219641
587,49063.55661618919
588,32862.94412340626
589,68008.92341659819
590,77690.68986672693
591,83690.29749161644
592,44452.85215952177
593,23904.565693105553
594,23277.850324783478
595,40533.83497712699
596,24137.315112903412
597,23092.977972207453
598,23774.490764710325
599,21223.31738509982
600,34371.93005928438
601,68789.85097605549
602,28157.914887049326
603,167799.97164731627
604,37473.74366043973
605,44452.85215952177
606,34549.89585371066
607,76020.71504631104
608,44951.074070529925
609,54197.99011666667
610,57145.58623506674
611,68952.34062996157
612,49985.00639807623
613,34452.79439840061
614,49985.00639807623
615,49136.39487831922
616,51607.56418362671
617,111336.05624657669
618,59648.48358284909
619,35302.441986942555
620,64652.99379671223
621,34531.59602672987
622,24342.632373214692
623,34531.59602672987
624,29157.90990682664
625,34902.21209192533
626,27030.43623981503
627,37806.926840826156
628,21594.782859142157
629,19106.927532962854
630,33143.252108663924
631,29869.344371086456
632,34249.39078754948
633,16497.33676607511
634,18275.314096214122
635,18286.801774647945
636,39059.2864035436
637,17901.765214537758
638,13152.069372411841
639,10616.737361349578
640,18315.35628542116
641,8053.252594134149
642,19557.821161695243
643,48856.55088748771
644,13948.230163990198
645,17769.94456302834
646,29157.90990682664
647,17654.717190565283
648,15653.225136460029
649,15304.383240602656
650,19302.782254340666
651,19302.782254340666
652,28696.260036938274
653,34913.55245921048
654,32999.103395573555
655,21307.054483238655
656,27318.254737134295
657,18655.559192753135
658,18655.559192753135
659,17560.387850665862
660,19177.382886921092
661,23727.78114675664
662,17698.818228594424
663,19732.46066733353
664,35404.07502731192
665,48284.156981286105
666,25666.47031485136
667,17480.245449092436
668,31767.55260147402
669,40768.310515737285
670,31338.529826718495
671,31618.76899529985
672,29682.529448628415
673,16477.222231372758
674,17480.245449092436
675,16538.796933933536
676,13945.120453334983
677,32510.62170657265
678,17878.262613522595
679,22908.264988561987
680,38555.354156629786
681,26958.838963120525
682,20654.63694112663
683,10800.990850662358
684,24862.85464357416
685,25416.432624519457
686,17263.83105174042
687,75406.7194837416
688,22250.589398258613
689,46599.73869180126
690,41464.10546520799
691,31862.04679179895
692,23320.401041946905
693,18934.774748074375
694,40699.52178277252
695,53064.32138322934
696,35368.73734496287
697,22444.385010596012
698,33820.49175195483
699,15230.871033529123
700,27391.17139371816
701,22394.327251394632
702,28371.23231043281
703,12822.069010284164
704,40948.60422713905
705,20095.500672745024
706,12894.558997523545
707,35103.88662061792
708,18701.99475508912
709,21492.041845416905
710,61003.737987225664
711,14866.22200242069
712,42578.8060836734
713,16693.327609868204
714,21888.34645159405
715,24735.007619028453
716,21469.15565113411
717,16061.638988154062
718,26103.860624899207
719,16090.789274768247
720,15975.117320532678
721,29549.34087530799
722,44645.230587179605
723,34405.20006329404
724,17354.38874599937
725,32532.908496941865
726,36257.91292168273
727,21933.843219186627
728,19313.45223479249
729,22371.48176024553
730,22371.48176024553
731,36244.646044971916
732,43738.943888808724
733,65812.5629290597
734,52684.11430298715
735,49953.000667361106
736,49136.39487831922
737,43040.01163676869
738,45855.21747833639
739,34646.4545716564
740,20704.455303784147
741,26127.607324060104
742,9591.381061154858
743,16936.830628600143
744,8185.8821590004
745,12101.446768216209
746,31829.155592448416
747,21287.0760347692
748,59318.50833721143
749,46136.75073953663
750,30213.032968715113
751,23653.716218501002
752,53429.87255971722
753,60205.89352418741
754,25060.764710480213
755,43053.84724896942
756,30967.741792345994
757,37712.719795463905
758,46498.154358272994
759,23526.97275658524
760,46814.17339599565
761,25630.31803496252
762,39825.5293514955
763,30967.741792345994
764,34308.358526173964
765,41237.00458926871
766,11266.623966628342
767,58639.75500861259
768,37264.10628067513
769,35871.260406473055
770,33991.33796071852
771,30785.990371549335
772,30785.990371549335
773,31507.4804801875
774,25140.386641764657
775,41069.00014109024
776,20888.866006452037
777,31535.635912150843
778,37028.05945539939
779,43087.92100707565
780,30715.330785993243
781,16566.6812292964
782,15438.38448575304
783,38727.87797813698
784,37028.05945539939
785,33917.06176560583
786,10312.480322726351
787,68621.60948999686
788,55607.679105794305
789,36587.873027910646
790,79130.5749146306
791,30124.316770541835
792,35905.78702435544
793,13546.623129158972
794,24732.46987137766
795,24738.92885630537
796,46299.1585619183
797,22975.997961606605
798,67670.31941129269
799,13546.623129158972
800,50656.98018714855
801,14643.40697543427
802,28341.821263263173
803,26670.362349245363
804,46500.4716932492
805,56661.06488754002
806,48375.21445912623
807,57906.57270459673
808,46883.017215298016
809,48578.57312797215
810,41237.00458926871
811,24198.476121521693
812,50191.05794267361
813,44129.14947922
814,21205.21930067837
815,19698.893445005855
816,114887.03099965079
817,39505.6971718756
818,24738.92885630537
819,57637.3137718067
820,36587.873027910646
821,50284.80506363217
822,25544.689120100924
823,19473.760434296924
824,11827.649606852618
825,27344.51645837678
826,36070.922696955255
827,38494.198293103866
828,79788.87041500502
829,31881.69873438129
830,44785.46271419332
831,80377.8436103155
832,45830.465677482396
833,36999.22022111814
834,29633.79398317263
835,27199.3735258837
836,41288.161665187814
837,63238.532148705286
838,39893.391633840525
839,19911.15188348123
840,56993.92620824654
841,56993.92620824654
842,28479.587681746158
843,36501.129021309396
844,34784.5915375793
845,51235.74584021448
846,85103.68390192633
847,49474.57520715185
848,63238.532148705286
849,11760.705563547182
850,51497.83825481221
851,26875.916427870216
852,14384.803091844073
853,79631.43992141017
854,43356.10508386597
855,72527.93488221991
856,19608.30729848659
857,41401.87405710389
858,27559.421843026856
859,27559.421843026856
860,88518.54044675955
861,23254.1123745256
862,45680.72627767829
863,87320.12862386603
864,12022.32792852622
865,30219.03183736315
866,35409.292302874615
867,56303.011073378315
868,16814.094035812104
869,16814.094035812104
870,35166.97551045829
871,56554.00987061713
872,51334.723509585536
873,142371.46406697645
874,113134.37699237152
875,54282.42013421353
876,54164.27002168022
877,92634.85997624301
878,24047.799758159123
879,38860.1204385491
880,12886.205157192222
881,26563.696222787625
882,38166.192604183525
883,49303.337458043796
884,20360.330501025783
885,17129.810154187126
886,117628.77207889606
887,29134.405901529197
888,32493.410657908804
889,25738.350449165573
890,32180.640932315353
891,33426.300500402474
892,25539.158997572067
893,62153.67678934826
894,19687.112477257877
895,19372.39581729015
896,33979.09820060877
897,73839.40940660858
898,65964.30081135815
899,65812.5629290597
900,26654.839855592327
901,32421.297828218198
902,30769.029081270153
903,46599.02669825152
904,39536.376600058735
905,42376.7575850009
906,15371.142676157682
907,30943.72335086757
908,40787.700978323744
909,30420.187185412782
910,64719.41446731193
911,26654.839855592327
912,12651.319371758163
913,39991.194165092194
914,19627.88209757348
915,33398.602022366824
916,31075.15013482919
917,14585.061651286085
918,63603.920876953656
919,33737.73732842401
920,12751.404635388617
921,42918.47840144943
922,60546.49681200799
923,57656.393908338054
924,72417.42324254401
925,30427.429787102577
926,22213.59271295256
927,11760.705563547182
928,54937.78788467115
929,53618.10614686422
930,21698.667787755967
931,21743.04155496117
932,21626.32759090145
933,31060.46967815491
934,35530.08503820471
935,31487.300492655362
936,35850.21160468971
937,23210.82525298694
938,32953.20947793467
939,39482.088121155604
940,35354.50764051787
941,38945.16642855784
942,43225.34240712304
943,20218.676685775798
944,23165.34378048942
945,57358.85323575607
946,36565.530999551454
947,21698.667787755967
948,62909.814617336844
949,16318.722987328252
950,19882.64252366961
951,55442.33926271308
952,50823.41312788875
953,42605.376335671295
954,22347.005691552837
955,44436.16758368169
956,22347.005691552837
957,29446.90938285936
958,23538.24728508233
959,69309.74620147521
960,18984.31839758022
961,24137.315112903412
962,11692.427526417048
963,13081.77950530864
964,62909.814617336844
965,40554.1976378262
966,21032.234688710876
967,22294.857766655885
968,24437.140286899066
969,24437.140286899066
970,42306.48488524582
971,47624.15925045429
972,34153.07061281329
973,24172.21031113408
974,34153.07061281329
975,27433.550791685
976,18436.361538628043
977,18330.541328157964
978,17864.985468240873
979,18087.519642770672
980,44596.67223551716
981,26504.78332413094
982,52486.016199003905
983,24437.140286899066
984,44237.16910671112
985,23545.991756987834
986,39314.34129255244
987,81674.23124351364
988,50634.618722050036
989,31264.61251120708
990,18600.83628361882
991,48941.12666443429
992,20535.626206303925
993,18782.82631942287
994,44436.16758368169
995,26382.152708632508
996,17913.290744331345
997,17913.290744331345
998,9686.085237469904
999,20063.61309891639
1000,28011.525679067934
1001,31613.1640508047
1002,39024.80760036893
1003,27797.489770719727
1004,73497.51984093135
1005,21081.316726151974
1006,24602.87802255557
1007,79631.43992141017
1008,40628.551550117794
1009,23390.85342478178
1010,27655.83695418465
1011,27393.276169646666
1012,38124.963116033294
1013,54318.77164506163
1014,37855.07959677085
1015,14836.528638651036
1016,100932.63301414065
1017,15492.742636810968
1018,23362.34406497016
1019,100932.63301414065
1020,31771.86110979967
1021,19911.15188348123
1022,17003.152447281875
1023,27249.49697152639
1024,17003.152447281875
1025,44711.916720083966
1026,50266.3862728669
1027,27547.834732351464
1028,40293.77490940322
1029,59937.74401657515
1030,50266.3862728669
1031,16780.297658469313
1032,22369.072531072303
1033,27827.234124506595
1034,22369.072531072303
1035,23844.665735151248
1036,27827.234124506595
1037,89775.69087151407
1038,13511.208416726911
1039,53887.294041848196
1040,14168.61386966717
1041,36764.9178787607
1042,9424.023402847233
1043,54754.42973799124
1044,12530.363019115872
1045,23977.525650103526
1046,21194.972293231614
1047,30000.410269810563
1048,10966.274235265535
1049,41080.79011925477
1050,45107.144415919254
1051,56784.35556611498
1052,39482.088121155604
1053,25404.175392760313
1054,45680.62787109229
1055,31179.764934356826
1056,57085.54681101529
1057,33755.92102543611
1058,53611.3054475592
1059,7273.0153484711645
1060,39553.15299898889
1061,22948.386527929557
1062,22342.654874223314
1063,22342.654874223314
1064,31771.86110979967
1065,41702.1183740765
1066,14124.074254227937
1067,50859.13540361019
1068,36815.41717751258
1069,16227.855477090192
1070,41702.1183740765
1071,21289.91882968952
1072,97057.56518487117
1073,40598.348494153135
1074,30627.79364410067
1075,17855.59374573811
1076,13753.068357744753
1077,41122.98774936681
1078,12049.453561575387
1079,26608.569541473902
1080,31775.708338593064
1081,27827.234124506595
1082,38329.192329582205
1083,23608.157767803088
1084,43528.46616704892
1085,24998.61636708211
1086,27145.71079270959
1087,25566.09372843955
1088,125617.65850239774
1089,51844.04277735148
1090,46804.69105703588
1091,44755.86006766468
1092,54793.138767348
1093,108413.13794784316
1094,33218.5902040479
1095,59776.96613696368
1096,82460.43194539499
1097,42312.11925595594
1098,32909.26873914005
1099,42312.11925595594
1100,32987.804325075114
1101,134801.52935407741
1102,52257.95353618337
1103,26868.50370493572
1104,41443.93686540264
1105,40134.8557183331
1106,51660.22285017561
1107,26557.45573916455
1108,71968.6329049349
1109,23869.708876772314
1110,51334.723509585536
1111,59891.069817967895
1112,41345.032267730116
1113,35206.05124784168
1114,53539.06337864523
1115,41443.93686540264
1116,47038.96541185461
1117,28721.185597299693
1118,29715.65264758683
1119,77569.67477450312
1120,63653.36687823293
1121,122695.04600868601
1122,46255.26170846204
1123,48542.102012260526
1124,48542.102012260526
1125,53437.15497757994
1126,48542.102012260526
1127,31623.209465382097
1128,37995.47326168262
1129,18133.790280529396
1130,30567.368792129306
1131,37785.23178071674
1132,44903.270494079356
1133,16192.591178241493
1134,73375.76009589068
1135,42063.98573609126
1136,50641.52148707024
1137,48909.6741405032
1138,42780.28488946982
1139,52403.75828579525
1140,52403.75828579525
1141,33791.389029275764
1142,23424.45402970315
1143,43125.64106583115
1144,46255.26170846204
1145,27870.205047420623
1146,38131.172010696064
1147,38131.172010696064
1148,43942.05091310057
1149,68622.7243459424
1150,50641.52148707024
1151,35132.10033176501
1152,29672.60042412665
1153,42037.0561653026
1154,63066.20653161047
1155,56062.257153737104
1156,36313.75026915021
1157,36102.97306451148
1158,90176.34902703238
1159,21910.917135117157
1160,21910.917135117157
1161,18818.601860616396
1162,16921.558997339922
1163,18064.841052077434
1164,25642.423410217063
1165,16780.297658469313
1166,13322.89340473771
1167,14000.087156426334
1168,14000.087156426334
1169,15393.210492107666
1170,27970.064962333985
1171,16611.771199592422
1172,36513.213548113796
1173,26305.29397532
1174,26305.29397532
1175,37591.08370538565
1176,39566.75530950519
1177,16336.469265200274
1178,17144.47186113185
1179,26793.645100140155
1180,31901.18425792729
1181,17171.838040620976
1182,41871.77577458923
1183,56411.555745648366
1184,43232.838026067526
1185,31003.671720446502
1186,21836.956089548796
1187,56062.257153737104
1188,39851.08956000953
1189,11962.809431506355
1190,11251.662890133115
1191,32377.597521626565
1192,56405.00632577563
1193,25630.53302493793
1194,106834.58602155437
1195,29588.47155073027
1196,42994.448624468765
1197,10977.398185853299
1198,34320.72734099094
1199,51102.41049885041
1200,48032.27897549246
1201,77569.67477450312
1202,67241.57837178453
1203,60057.06162493935
1204,145650.89583701047
1205,90221.17247740873
1206,9696.828968913487
1207,41891.53693132234
1208,43884.53970983601
1209,33196.36521742082
1210,34157.373931133756
1211,36958.84394716986
1212,95314.5925386052
1213,16780.297658469313
1214,54339.34934463409
1215,44166.487226946054
1216,18873.909500094185
1217,13227.435236708314
1218,42994.448624468765
1219,24119.14690076807
1220,57226.50029659095
1221,50289.37293146696
1222,59599.14218050033
1223,12475.410815218904
1224,25503.677125523493
1225,11745.121262651403
1226,18623.76351591874
1227,28414.30303912723
1228,56264.66969847416
1229,32304.912783974956
1230,41514.873686391285
1231,44599.08447745461
1232,44599.08447745461
1233,42791.505395050845
1234,43357.47192077961
1235,26845.113097615795
1236,48828.4597053226
1237,25054.544888737375
1238,25920.400166936593
1239,72134.73048654164
1240,17633.94289778272
1241,50924.352845634865
1242,98133.37623283875
1243,23643.95639249504
1244,23643.95639249504
1245,14976.767685386942
1246,18736.607125691866
1247,39505.420470844074
1248,58086.08975696371
1249,55740.146932386364
1250,12913.717066828698
1251,34084.07591423968
1252,81134.60966370373
1253,43739.23159284395
1254,22770.26416706781
1255,81703.26149413412
1256,106491.55453692049
1257,22147.438942731205
1258,19128.970612174686
1259,19344.26318929606
1260,20091.188054123566
1261,30955.31114497557
1262,40253.15964813295
1263,48752.17620554061
1264,65258.44635010381
1265,20419.487073698925
1266,30288.44154669336
1267,23676.398147876105
1268,23831.889847597606
1269,73906.97823037309
1270,66648.55986997538
1271,30012.70733749664
1272,9355.834216937053
1273,18232.001733712117
1274,12451.820286066624
1275,38316.90888486797
1276,83321.28326727962
1277,21421.373187737903
1278,181416.72854178504
1279,18320.709203263166
1280,45775.2880893256
1281,47598.775505191516
1282,47598.775505191516
1283,47552.68182794299
1284,17045.104273261608
1285,38860.1204385491
1286,45542.90344067143
1287,102417.26241161951
1288,35122.47255360709
1289,13103.980578041492
1290,17352.466679231853
1291,17352.466679231853
1292,53511.911438085095
1293,21784.185197533345
1294,34001.94902637602
1295,10359.679978318141
1296,19113.958381360855
1297,45958.45391185229
1298,18686.321615659523
1299,18177.40211985118
1300,22963.040976954508
1301,19011.009071071636
1302,42056.074598838255
1303,39196.260537697395
1304,67618.97114861038
1305,67525.9402643918
1306,41092.644480891024
1307,42682.714280854016
1308,11274.769873375257
1309,11274.769873375257
1310,42055.97998090478
1311,39698.32019648099
1312,11104.959640314331
1313,48627.7290380661
1314,22298.473360172495
1315,35602.09979733037
1316,12095.895156320097
1317,35602.09979733037
1318,48368.25721187994
1319,47525.90025595452
1320,16020.029663137982
1321,84764.91576963325
1322,61197.61528666125
1323,26363.405180040074
1324,36353.71161561819
1325,56724.075269548084
1326,28510.035093144215
1327,28510.035093144215
1328,61197.61528666125
1329,24828.818888651807
1330,25457.788719649037
1331,34427.23753893802
1332,23969.691605752938
1333,46598.4260823562
1334,62153.67678934826
1335,34001.94902637602
1336,40974.53931629336
1337,23374.722660300587
1338,29927.623171809777
1339,21784.185197533345
1340,58126.79325211408
1341,56889.230996576836
1342,56254.43014126919
1343,56253.85113388957
1344,72054.40374517308
1345,18607.492844000484
1346,56264.66969847416
1347,10359.679978318141
1348,26932.22381444829
1349,41469.266805855405
1350,84153.36688794008
1351,90176.34902703238
1352,16826.309591928457
1353,34937.3742258179
1354,69250.20566427556
1355,48628.64794529823
1356,43528.46616704892
1357,49819.60720305888
1358,32646.95848695562
1359,60329.4208396728
1360,18662.602407135015
1361,35288.34890375199
1362,26241.15919085997
